,Author Name,Review Date,Reviewer Ratings,Likes,Review Body,Developer Reply
1268,賴明慶,2019年4月20日,1,1, 為什麼我一開始就都登入不進去？,"HotCool Game2019年4月20日親愛的特種兵，您好！

感謝您聯繫《絕地求生M》！ 

我們對於您所遇到的登入問題感到十分抱歉，
為了進一步協助您，請您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，
提供更詳細的資訊和截圖，我們將竭誠為您服務。"
1269,Future葬愛,2019年4月21日,4,0, 雖然有時會卡頓，不過挺好上手的遊戲，一下子就吃雞了,"HotCool Game2019年4月26日親愛的玩家，您好！

感謝您聯繫《絕地求生M》！ 

關於出現卡頓現象請您確認以下事宜:

《絕地求生M》 目前對於設備的最低要求如下：
Android:
 -作業系統: Android 5.1.1 或以上.
 -RAM:至少 2GB.
若您的設備已達以上要求但問題仍發生，還請您確認以下幾點：
- 您的畫面設定已設為 【低】和【流暢】
- 充足的內存空間（至少4GB）
- 後台並無運行其他應用程式
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 。

請您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，提供更詳細的資訊和截圖，我們將竭誠為您服務。"
1270,迷追劇,2019年4月18日,3,2, 進去就裸真的好嗎 不因該給個服裝ㄇ？,"HotCool Game2019年4月26日親愛的玩家， 您好！

感謝您寶貴的意見，我們很重視您的遊戲體驗。
若您未來還有任何建議或想法，歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，並提供確切的詳細資訊，我們將竭誠為您服務。"
1271,SATAN月,2019年4月21日,1,0, 在放上台灣的國旗之前，我都無法給予高評價,
1272,極速領域,2019年4月25日,5,0, 跟國際服同步，帳號卻不能通用，就這樣放棄戰神段位😭,
1273,Fatrick ALG,2019年5月1日,5,0, ipad他說網路參數錯誤求解…… 開放不給玩嗎…,"HotCool Game2019年5月2日親愛的玩家您好，

目前該版本尚未開放，再麻煩您持續關注我們的社交平台：

- Facebook：https://www.facebook.com/PUBGMOBILE.TW.OFFICIAL/ 

若您未來還有任何建議或想法，歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，並提供確切的詳細資訊，我們將竭誠為您服務。"
1274,cheng yu,2019年5月5日,1,0, 玩一半突然卡住又跳出，然後就再也進不了戰場了???錯誤代碼70254639,"HotCool Game2019年5月6日親愛的玩家，很抱歉讓你遇到這樣的狀況！我們很樂意為你解決任何你所遇到的問題。
為了避免這樣的情況，還請您確認：
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式
- 允許應用程式權限
- 安裝遊戲於內存空間而並非 SD 卡
- 充足的內存空間（至少4GB）
- 作業系統已更新。
同時這裡也建議您切換 3G/4G 至 WIFI 或更穩定的網路環境，以確認問題是否已解決。
若問題仍持續存在，請您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
1275,Nicole Chen,2019年5月8日,4,0, 出個台灣國旗吧，不然只能給4星,
1276,晴,2019年5月12日,1,0, 我有網路吃到飽阿…國際版這樣也就算了，結果台服也這樣，卡在登入畫面字顯示還說沒有偵測到Wi-Fi，也說用自己的網路會需要錢，還問確定要用自己的網路嗎？問題是也沒有按鍵可以讓我跳轉到下一步或同意，只是一直卡著 好氣哦，我幹嘛有吃到飽還要去用個Wi-Fi才能玩遊戲呢，可以改進就修星,"HotCool Game2019年5月12日親愛的玩家，
我們很重視您的遊戲體驗。
為了解您本次評論的具體情形，歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，並提供確切的詳細資訊，我們將竭誠為您服務。"
1277,陳阿彥,2019年4月19日,3,2, 之前參加預登到底有啥優惠啊,"HotCool Game2019年4月26日親愛的玩家，您好!

關於您的問題，預登獎勵將於近期發放，獎勵詳情部分再麻煩您屆時於遊戲內進行確認，

若您有任何問題，也歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
1278,陳柏豪,2019年4月20日,1,0, 下車時會卡 很容易被打死,"HotCool Game2019年4月20日親愛的玩家您好，
為了避免這樣的情況，還請您確認：
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式
- 允許應用程式權限
- 安裝遊戲於內存空間而並非 SD 卡
- 充足的內存空間（至少4GB）
- 作業系統已更新。
同時這裡也建議您切換 3G/4G 至 WIFI 或更穩定的網路環境，以確認問題是否已解決。
若問題仍持續存在，請您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
1279,劉耕宏,2019年5月23日,4,0, 有時候進入跳傘跑不出來,
1280,H Fu,2019年4月21日,2,0, 伺服器狀態極差 性能優化需更周到,
1281,『_SLD Minecraft實況死神傑森』,2019年5月7日,1,0, 雖然很好玩只是還有一些 問題,"HotCool Game2019年5月9日親愛的玩家，
感謝您寶貴的意見，我們很重視您的遊戲體驗。
為了解您本次評論的具體情形，歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，並提供確切的詳細資訊，我們將竭誠為您服務。"
1282,黃月月,2019年4月20日,5,0, 終於有手機版了 可以隨時隨地開始吃雞,
1283,張皓喆,2019年4月20日,1,0, 沒和國際服接上直接移除,"HotCool Game2019年4月20日親愛的玩家，
很抱歉，由於國際版與台灣版的帳號是不相通的，故無法使用同一個帳號進行登入。
如造成任何不便，還請多多包涵，並感謝您的諒解。
若您有任何問題，也歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
1284,蔡勝揚,2019年4月21日,5,0, 好玩 不餓哪怕你誒那五,
1285,吳崇誠,2019年4月20日,4,0, 殺共狗很爽阿只差台灣國旗了,
1286,土豪,2019年4月22日,4,0, 每次下車的時候都會卡2~3，請你趕快改善謝謝。,
1287,小呆,2019年4月22日,1,15, 和刺激戰場差太多了，畫質很爛，字也變小了，而且還要一直花錢，國籍也很奇怪，只有中國? 有時候畫面當的讓人莫名其妙，搞不懂，這也叫台版…QAQ…不能用微信登入嘛？QQ也不能…? 喔…還有，求貴公司滾出台灣，反正不缺台灣玩家啊，要賺錢?滾去其它地方，世界大的是，把台灣國旗放在遊戲裡有這麼難?那還出什麼遊戲?莫名其妙，一點也不尊重台灣，請您滾出去… 拜託了^（噁心的東西…好礙眼…）如果把台灣國旗放進去，不是可以賺多一點?（還是我想錯了…?）,
1288,夜風MAX,2019年4月20日,3,0, 排擠SUGAR的安卓2年前手機,"HotCool Game2019年4月21日親愛的玩家，您好!

我們已經記錄您的建議，《絕地求生M》開發團隊將會盡力為您解決，感謝您的耐心與支持！

在此目前版本相容的機型給您參考:
支援五百種以上的 Android 裝置，其中包括：GALAXY NOTE8、SONY XPERIA XZ1、GALAXY S8、GOOGLE PIXEL2、GALAXY NOTE5、華為 HONOR8、LG G5、紅米 4A、華為 P9、SONY XPERIA X、紅米 NOTE4。

若您有其他任何問題，也歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至pubgm@hotcool.com.tw與我們聯繫，我們將竭誠為您服務。"
1289,SQUARE HSU,2019年4月21日,1,0, 改1顆星還覺得不值得,
1290,太嫩,2019年4月20日,5,0, 這個畫質比較好，而且我本來下載不了絕地，現在臺灣出，剛好我也不用那麼麻煩從中國商店載 (๑•̀ㅁ•́๑)✧,
1291,小裕,2019年4月19日,1,0, 下載完一直閃退登不進去,"HotCool Game2019年4月20日親愛的玩家，很抱歉讓你遇到這樣的狀況！我們很樂意為你解決任何你所遇到的問題。
為了避免這樣的情況，還請您確認：
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式
- 允許應用程式權限
- 安裝遊戲於內存空間而並非 SD 卡
- 充足的內存空間（至少4GB）
- 作業系統已更新。
同時這裡也建議您切換 3G/4G 至 WIFI 或更穩定的網路環境，以確認問題是否已解決。
若問題仍持續存在，請您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
1292,Ben Liu,2019年4月20日,1,0, 超多外掛不要玩 bug一堆,"HotCool Game2019年4月21日親愛的玩家 ，您好！

很抱歉讓您遇到這樣的情況！
若遇此類情形，您可聯繫我們並盡可能提供相關資訊（如：角色ID，日期時間）和截圖，我們將仔細調查每一單舉報，並根據調查結果採取必要行動。

感謝您對《絕地求生M》的支持！
若您有其他任何問題，也歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至pubgm@hotcool.com.tw與我們聯繫，我們將竭誠為您服務。"
1293,狙擊手 血犬,2019年4月18日,5,1, 希望你早一點需要課金的 東西,
1294,羱哥的遊戲蘋道,2019年6月3日,5,0, 我現在還是會遇到電腦的玩家,
1295,The咲,2019年5月4日,1,0, 沒國旗射擊公差還這麼大 垃圾,
1296,九嬰,2019年4月19日,5,1, 希望可以出apk第三方金流,
1297,Yuchien Chen,2019年4月28日,3,0, 伺服器都會一直重連 有時還會連不上,"HotCool Game2019年4月28日親愛的玩家，您好！

很抱歉讓您遇到這樣的狀況！
為了避免這樣的情況，還請您確認：
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式
- 允許應用程式權限 
- 安裝遊戲於內存空間而並非 SD 卡
- 充足的內存空間（至少4GB）
- 作業系統已更新。

同時這裡也建議您切換 3G/4G 至WIFI 或更穩定的網路環境，以確認問題是否已解決。感謝您對《絕地求生M》的支持！

若您有任何問題，也歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至pubgm@hotcool.com.tw與我們聯繫，我們將竭誠為您服務。"
1298,crazy so,2019年4月19日,1,1, 拒玩拒載 修正國旗後再來講,
1299,鄭和下西洋棋,2019年4月20日,4,0, 遊戲過程中覺得畫面不大流暢,"HotCool Game2019年4月26日親愛的玩家，您好!

為了避免這樣的情況，還請您確認：
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式
- 允許應用程式權限
- 安裝遊戲於內存空間而並非 SD 卡
- 充足的內存空間（至少4GB）
- 作業系統已更新。
同時這裡也建議您切換 3G/4G 至 WIFI 或更穩定的網路環境，以確認問題是否已解決。

若問題仍持續存在，請您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
1300,林鉑森,2019年4月19日,5,0, 神作 完整還原最初吃雞的感動,
1301,洪銘駿,2019年4月23日,1,0, 啥小中國台北 要不要臉阿,
1302,汝在說笑嗎,2019年4月20日,2,0, 下車會卡頓 沒有臺灣國旗,"HotCool Game2019年4月20日親愛的玩家，很抱歉讓你遇到這樣的狀況！我們很樂意為你解決任何你所遇到的問題。
為了避免這樣的情況，還請您確認：
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式
- 允許應用程式權限
- 安裝遊戲於內存空間而並非 SD 卡
- 充足的內存空間（至少4GB）
- 作業系統已更新。
同時這裡也建議您切換 3G/4G 至 WIFI 或更穩定的網路環境，以確認問題是否已解決。
若問題仍持續存在，請您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
1303,翁G,2019年4月21日,1,0, 要宣傳遊戲請到中華台北去,
1304,孫悟空,2019年4月19日,4,0, 是很好玩没錯可是人太好殺了,"HotCool Game2019年4月26日親愛的玩家，您好!

感謝您寶貴的意見，我們已經記錄您的意見，並會努力提供一個更好的遊戲環境。

若您未來還有任何建議或想法，歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，並提供確切的詳細資訊，我們將竭誠為您服務。"
1305,楊巧瑜,2019年4月24日,2,0, 遊戲還不錯 可是服裝醜到爆,
1306,Twitch_C4tt,2019年4月25日,1,0, 沒有台灣國旗就不要來賺台灣人的錢,
1307,林宥昇,2019年4月25日,1,0, 中華台北是三小，還用簡體中文，這個叫做中國版ㄅ？,
1308,陳家嶔,2019年5月6日,3,0, 連十場被隊友殺真滖,
1309,girlgif girlgif,2019年4月25日,5,0, 可以不用台灣國旗 最好 痛宰 大陸玩家,
1310,許子軒,2019年4月27日,1,0, 太廢了 玩到一半視角不能移動,"HotCool Game2019年4月27日親愛的玩家 ，您好！
對於您遇到的問題感到非常抱歉，為了進一步協助您，請您提供我們問題詳情以及截圖，並將資料透過郵件發送至pubgm@hotcool.com.tw與我們聯繫，我們將會盡快為您調查。感謝您對《絕地求生M》的支持！"
1311,葉稚暉,2019年5月11日,1,0, 台服沒有台灣國旗直接最低分,
1312,謝鎮隆,2019年5月3日,4,0, 還不錯玩但物資要加強謝謝,
1313,許志文,2019年5月4日,1,0, 襙你的一直伺服器問題是怎樣,
1314,吳宸銳,2019年5月5日,2,0, 顯示伺服器沒回應不給玩,"HotCool Game2019年5月6日親愛的玩家，很抱歉讓你遇到這樣的狀況！我們很樂意為你解決任何你所遇到的問題。
為了避免這樣的情況，還請您確認：
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式
- 允許應用程式權限
- 安裝遊戲於內存空間而並非 SD 卡
- 充足的內存空間（至少4GB）
- 作業系統已更新。
同時這裡也建議您切換 3G/4G 至 WIFI 或更穩定的網路環境，以確認問題是否已解決。
若問題仍持續存在，請您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
1315,Google 使用者,2019年5月31日,5,0, 很棒 但可以改成台灣嗎,
1316,林宜嫻,2019年5月6日,1,0, 幹退出後資料全刪除 法可,
1317,施家葦,2019年5月8日,2,0, 一堆外掛能不能請官方控管一下,"HotCool Game2019年5月8日親愛的玩家，您好！

很抱歉讓您遇到這樣的情況！
若遇此類情形，您可聯繫我們並盡可能提供相關資訊（如：角色ID，日期時間）和截圖，我們將仔細調查每一單舉報。               
若確認有玩家進行遊戲時使用非法程式破壞遊戲環境，進而影響多數玩家的遊戲體驗，對此我們絕不姑息，並根據調查結果採取必要行動。

若您未來還有任何建議或想法，歡迎隨時透過遊戲設定內的客服或發送郵件至pubgm@hotcool.com.tw與我們聯繫，我們將竭誠為您服務。"
1318,小宇,2019年5月10日,3,0, 螢幕一直自己動是要怎麼打,
1319,盧心渝,2019年5月12日,3,0, 缺點狙擊步瞄了好自動跑掉,"HotCool Game2019年5月12日親愛的玩家，很抱歉讓你遇到這樣的狀況！我們很樂意為你解決任何你所遇到的問題。
為了避免這樣的情況，還請您確認：
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式
- 允許應用程式權限
- 安裝遊戲於內存空間而並非 SD 卡
- 充足的內存空間（至少4GB）
- 作業系統已更新。
同時這裡也建議您切換 3G/4G 至 WIFI 或更穩定的網路環境，以確認問題是否已解決。
若問題仍持續存在，請您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
1320,秦武王,2019年5月14日,1,0, 開發組客服回覆信件告知假的訊息,
1321,劉勇豪,2019年5月15日,4,0, 希望官方可以解絕外掛的問題（還我們一個公道）,
1322,黃小黃,2019年5月15日,5,0, 超級好玩而且第一次就吃雞,
1323,吳柏暟,2019年5月15日,5,0, 還是要給臺灣國旗哦幹你娘,
1324,謝昀融,2019年5月18日,2,0, 我希望訓練場有第一人稱 拜託,
1325,小菜滴塞舟執行長,2019年5月16日,2,0, 太容易連不到server被強制登出,
1326,小傻弟,2019年5月19日,1,0, 有外掛都不會管是怎樣,"HotCool Game2019年5月19日親愛的玩家，您好

若遇此類情形，您可聯繫我們並盡可能提供相關資訊（如：角色ID，日期時間）和截圖，我們將仔細調查每一單舉報，若確認有玩家進行遊戲時使用非法程式破壞遊戲環境，進而影響多數玩家的遊戲體驗，對此我們絕不姑息，並根據調查結果採取必要行動。
歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
1327,DNBATM,2019年5月18日,2,1, 更新之後各種卡頓，如：視角亂飄,
1328,Mei,2019年5月24日,2,0, 打到一半跳出遊戲是什麼原因,"HotCool Game2019年5月25日親愛的玩家，很抱歉讓你遇到這樣的狀況！我們很樂意為你解決任何你所遇到的問題。
為了避免這樣的情況，還請您確認：
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式
- 允許應用程式權限
- 安裝遊戲於內存空間而並非 SD 卡
- 充足的內存空間（至少4GB）
- 作業系統已更新。
同時這裡也建議您切換 3G/4G 至 WIFI 或更穩定的網路環境，以確認問題是否已解決。
若問題仍持續存在，請您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
1329,林呈翰,2019年5月25日,1,0, 根本就進不去啊玩個屁,"HotCool Game2019年5月25日親愛的玩家，很抱歉讓你遇到這樣的狀況！我們很樂意為你解決任何你所遇到的問題。
為了避免這樣的情況，還請您確認：
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式
- 允許應用程式權限
- 安裝遊戲於內存空間而並非 SD 卡
- 充足的內存空間（至少4GB）
- 作業系統已更新。
同時這裡也建議您切換 3G/4G 至 WIFI 或更穩定的網路環境，以確認問題是否已解決。
若問題仍持續存在，請您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
1330,第福特,2019年5月24日,5,0, 第一人稱是要等級解鎖還是怎樣,
1331,Oliver Teng,2019年5月26日,2,0, 改國旗跟國家名 我給五星,
1332,香菇,2019年5月30日,1,0, 無緣無故被鎖    如何處理  寄信也不回,"HotCool Game2019年5月31日親愛的玩家，您好，
很抱歉讓您遇到這個狀況，若發生此情況麻煩您提供以下資訊到客服信箱 pubg@hotcool.com.tw與我們聯繫，我們將竭誠為您服務。
登入方式、角色ID和UID、使用設備資料、版本(手機系統和遊戲版本)、使用的網路(WIFI/4G)
感謝您支持《絕地求生M》"
1333,包莖爆筋大丁丁,2019年6月2日,5,0, 給酷啊啊啊啊誇爪kill哈哈剁起來,
1334,維中劉,2019年5月31日,1,0, 自瞄 透視 外掛一堆 退坑,
1335,賴泱駿,2019年6月2日,4,0, 我希望能出第一人稱轉換案件,
1336,林威辰,2019年6月5日,1,0, 那是哪國國旗 看不懂,
1337,謝博淵,2019年4月19日,5,0, 終於不用切成大陸版下載絕地求生，很感謝作者做出台版的，感謝!,
1338,吳諍,2019年4月21日,1,0, 請快點修正，每次開槍都有延遲，差個一秒就差很多,"HotCool Game2019年4月21日親愛的玩家，很抱歉讓你遇到這樣的狀況！我們很樂意為你解決任何你所遇到的問題。
為了避免這樣的情況，還請您確認：
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式
- 允許應用程式權限
- 安裝遊戲於內存空間而並非 SD 卡
- 充足的內存空間（至少4GB）
- 作業系統已更新。
同時這裡也建議您切換 3G/4G 至 WIFI 或更穩定的網路環境，以確認問題是否已解決。
若問題仍持續存在，請您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
1339,黃承恩,2019年4月21日,1,1, 太爛了，為何沒有台灣只有中華台北,
1340,認真你就輸了,2019年4月18日,5,1," 雖然沒有預期上架,但為了小編以及良好遊戲體驗，評分就不吝嗇了。",
1341,宏冰糖,2019年4月20日,1,0, 你們懂這評價的意思吧 台灣南波萬！,
1342,亞峻李,2019年4月18日,5,1, 你好官方！請問機體一定要最新型嗎？我無法玩！（好像很好玩XD，等了好久！期待好久！結果不能玩！）,"HotCool Game2019年4月26日親愛的玩家，您好！

我們對於您所遇到的登入問題感到十分抱歉，為了進一步協助您，請您提供我們問題詳情以及截圖，並將資料透過郵件發送至pubgm@hotcool.com.tw與我們聯繫，我們將會盡快為您調查。感謝您對《絕地求生M》的支持！"
1343,Alo 、,2019年4月26日,1,0, 連個台灣國旗都沒有，還叫中華台北？想賺台灣人的錢就對台灣尊重點!謝謝,
1344,黑岩射手,2019年4月24日,2,2, 請放臺灣國旗，而不是奧運國旗，謝謝,
1345,huang buah,2019年5月14日,1,0, 如果改名卡可以贈送的話，我給100分,
1346,jerry ching,2019年5月14日,1,0, 玩到一半當掉，重開就死了，遊戲體驗極差,
1347,紫煌翔雲,2019年5月18日,1,1, 手機跟模擬器分開模擬器是要怎跟手機玩的朋友一起玩??,
1348,許明傑,2019年5月15日,1,0, 用官方APP玩還可以被鎖帳，你好棒棒。,
1349,林林科鋐,2019年6月3日,1,0, 我沒做什麼就把我封號了！ 我要求一個合理的回答！,"HotCool Game2019年6月4日親愛的玩家，您好，
很抱歉讓您遇到這個狀況，若發生此情況麻煩您提供以下資訊到客服信箱 pubg@hotcool.com.tw與我們聯繫，我們將竭誠為您服務。
登入方式、角色ID和UID、使用設備資料、版本(手機系統和遊戲版本)、使用的網路(WIFI/4G)
感謝您支持《絕地求生M》"
1350,李小涎,2019年4月21日,4,0, 希望能第一人稱和第三人稱合併,"HotCool Game2019年4月26日親愛的玩家，您好!

感謝您的評論，我們已經記錄您的意見。
未來您如有任何建議或想法，歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，並提供確切的詳細資訊，我們將竭誠為您服務"
1351,牛奶,2019年4月20日,4,0, 有一點卡，不知道是不是剛上市的關係,
1352,Google 使用者,2019年4月22日,1,0, 陸服沒什麼花錢就能拿時裝，台服就要花錢買時裝，沒活動拿時裝嗎？,"HotCool Game2019年4月22日親愛的玩家，您好。
感謝您寶貴的意見，我們已經記錄您的建議，並會努力提供一個更好的遊戲環境。
若您有任何問題，也歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至pubgm@hotcool.com.tw與我們聯繫，我們將竭誠為您服務。"
1353,〆浣熊〆,2019年5月14日,4,0, 請問遊戲中活動部分有個戰績助手，打開後卻出現錯誤，請問是什麼原因呢? 希望能盡快修復，看戰績能有效提升實力，沒辦法用有點困擾。 手機是ASUS ZenFone max(M2),"HotCool Game2019年5月1日親愛的玩家您好，

感謝您寶貴的意見，我們已經記錄您的建議，並會努力提供一個更好的遊戲環境。

若您未來還有任何建議或想法，歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，並提供確切的詳細資訊，我們將竭誠為您服務。"
1354,燼勝,2019年4月20日,5,0, 很不錯的遊戲，希望一直有新活動,
1355,張芸瑄,2019年4月19日,4,0, 請問名字要怎麼改 只能跟綁定帳號 一樣嗎？,"HotCool Game2019年4月26日親愛的玩家，您好！

感謝您聯繫《絕地求生M》！ 

如果您使用的 Facebook 登入並創建帳號，系統會自動使用您 Facebook上的名字作為暱稱，但您可在創建角色時於暱稱處更改暱稱。
若您在創建角色時並無更改暱稱，您可以使用道具改名卡自行變更遊戲內的名字。道具改名卡可以透過任務、活動或商店取得。
請注意，每一張改名卡僅限使用一次，若玩家需要再次變更名字，則需再次取得改名卡。

若您有其他任何問題，也歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至pubgm@hotcool.com.tw與我們聯繫，我們將竭誠為您服務。"
1356,鄭啟男,2019年4月20日,5,1, 很好玩但是我覺得很卡,
1357,林琮侑,2019年4月22日,5,0, 我無法下載，手機型號是zenfone max m1,"HotCool Game2019年4月26日親愛的玩家，您好!
目前 《絕地求生M》 最低要求為：
- 作業系統：Android 5.1.1 或以上
- RAM: 至少 2GB

若您的設備低於以上要求，還請您確認：
- 更新至最新的Android系統
- 充足的內存空間（最少 4GB）
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式

如問題持續存在，可再嘗試以下步驟：
- 強制關閉 Google Play Store 和 Google Play Services/Framework 並清除緩存
- 重新開機
- 於 Google Play sotre 上下載最新版本的遊戲
若仍無法解決，請您電郵至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
1358,柳如言,2019年4月21日,3,0, 為什麼一天到晚都是伺服器超時等等，然後又很容易卡,"HotCool Game2019年4月26日親愛的玩家，您好!

很抱歉讓您遇到這樣的狀況！我們很樂意為您解決任何您所遇到的問題。
為了避免這樣的情況，還請您確認：
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式
- 允許應用程式權限
- 安裝遊戲於內存空間而並非 SD 卡
- 充足的內存空間（至少4GB）
- 作業系統已更新。
同時這裡也建議您切換 3G/4G 至 WIFI 或更穩定的網路環境，以確認問題是否已解決。
若問題仍持續存在，請您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
1359,董榮宗,2019年4月20日,5,1, 這個是 我最愛的遊戲超級超級無敵好玩的 你們一定要還我超級超級超級超級超級超級超級超級超級超級超級超級超級超級愛我愛我愛我愛我愛我愛玩 絕地求生,
1360,挑戰點閱破100,2019年4月21日,5,0, 一直吃雞 一直在公頻喊TAIWAN NO1,
1361,黃麗諮,2019年4月20日,5,0, 超極好玩，希望以後出更多的地圖,
1362,bruce li,2019年6月4日,2,0, 為什麼敵人會知道我的位置 我只看到同隊的位置？,"HotCool Game2019年6月4日親愛的玩家，
我們很重視您的遊戲體驗。
為了解您本次問題的具體情形，歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，並提供確切的詳細資訊，我們將竭誠為您服務。"
1363,丘秋華,2019年4月20日,1,1, 垃圾遊戲。歧視臺灣人。中共的走狗，上面寫中國臺北，而不是臺灣。8+9*_*X(,
1364,定春,2019年4月23日,1,0, 創台灣伺服器請尊重台灣 謝謝騰訊,
1365,惡龍,2019年5月27日,5,0, 我要風衣 我想要在第三人稱換視角,
1366,李君宏,2019年4月25日,5,0, 遊戲體驗整體不錯，就商城物價太高，希望官方能改，加油,
1367,謝冠珅,2019年6月3日,1,0, 沒台灣國旗，一堆挂狗，網路連線差，還敢刪負評？,"HotCool Game2019年4月29日親愛的玩家，
感謝您寶貴的意見，我們很重視您的遊戲體驗。
為了解您本次評論的具體情形，歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，並提供確切的詳細資訊，我們將竭誠為您服務。"
1368,陳柏玉,2019年4月27日,1,0, 不給中華民國國旗就不給5星,
1369,純潔之翼天藍々,2019年5月21日,1,0, 給我高偵率我一定一大堆人回去玩！！,"HotCool Game2019年4月28日親愛的玩家， 您好！

很抱歉讓你遇到這樣的狀況！我們很樂意為你解決任何你所遇到的問題。
為了避免這樣的情況，還請您確認：
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式
- 允許應用程式權限
- 安裝遊戲於內存空間而並非 SD 卡
- 充足的內存空間（至少4GB）
- 作業系統已更新。
同時這裡也建議您切換 3G/4G 至 WIFI 或更穩定的網路環境，以確認問題是否已解決。

若問題仍持續存在，請您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
