,Author Name,Review Date,Reviewer Ratings,Review Body,Developer Reply,Review Likes
892,NAIYAO LEE,2017年7月31日,5, App更新後相當不錯，有進步…,有無科技2017年7月31日您好:感謝您的肯定喔，我們公司的所有同仁都非常開心能得到您的認同,0
893,劉金維,2017年7月24日,5, 支持,"有無科技2017年7月27日哈囉 親愛的金維 您好，
非常感謝您的支持，APP功能有許多，請問您最喜歡哪種功能呢?",0
894,Sophii Tung,2017年7月7日,1, 外送的時間太長，提早預約訂餐也不會比較早送到，11：00預定不是1：00到也是兩點才到，常常訂了以後，客服小姐打電話來說店家電話打不通，要我取消或改訂，晚餐只要一改訂，根本就超出服務時間，那一餐就甭吃了，完全沒有任何賠償機制,有無科技2017年6月26日您好:很抱歉造成您的困擾，關於您所提及的部份我們會加強改善，並提升我們的服務品質，如日後有相關問題也歡迎您與我們聯繫02-8978-7707，在此再次對您深感抱歉。,4
895,林洋旭,2017年7月11日,4, 滿額免運費超佛心，店家多樣化也讓使用者有更多選擇，可以新增常用店家或最愛店家功能就再好不過了。。。客服人員跟外送人員都很客氣,"有無科技2017年7月17日哈囉 親愛的用戶您好，
非常感謝您喜愛我們的APP及服務。現在最新版的APP可以新增喜愛店家唷。
如何收藏喜愛店家：
(1)點選店家右上角的愛心
(2)回上一層至挑選店家頁面
(3)左上角的愛心點選進去就可以看到囉!

若有任何問題，請再不吝提出唷，謝謝您!",0
896,約希,2017年7月9日,5, 這正是我想要的APP😍 推薦的店家也很快速上架 選擇也很多樣化 👍,有無科技2017年3月20日非常感謝您的支持與肯定!,1
897,果凍,2017年6月24日,1, 家裡附近完全沒有提供外送，乾脆自己出門買就好了啊。爛應用,"有無科技2017年6月26日您好:
感謝您的回饋，我們會盡快進行拓展作業",5
898,賴又又,2017年7月1日,1, 我家附近明明就有很多商家，為什麼都不能提供外送,有無科技2017年7月3日您好:目前有無快送開放服務的區域為：台北市萬華、中正、信義、大安、中山、中正、松山七個行政區、天母地帶及桃園市桃園區，不知道您的所在區域是哪裡呢?如有任何問題，歡迎撥打我們的客服電話喔~：02-89787707,0
899,Ann Chen,2017年7月9日,1, 運費跟滿額免運費漲幅也太高 前幾週幾乎一天訂3次 最近就發現常叫的店家不是滿額變200 300 就是直接收運費50 60  然後常常前一天半夜訂a店11:30要到 b店的東西訂12:20到 就會變成2個都13點才到 直接撥打騎士也是說快到了態度也不是很好(當然也是有態度好的騎士 打客服也常常打不進去   你們跟商家合作應該也有抽佣金吧 這樣高運費 只會讓人家不想訂 都主打一份也送了 運費都一份餐點的一半了 然後優惠的時段折50 折100 也都是在大部分的店家都休息中才在做 要辦活動要不要大氣一點 本來很愛用 現在打開也用不到了,有無科技2017年7月11日您好:您所反應的問題我們將會給告知相關人員，非常感謝您的回饋。關於遲到與服務態度的問題，我們會與調度中心及騎士進行深度溝通及運送方式的改進。,1
900,Teng Yao Tsai,2017年7月3日,1, 台北以外的縣市不能用,,1
901,黃鈺娟,2017年7月8日,5, 訂餐預定的時間，總是提早送到，真棒！,有無科技2017年7月10日非常感謝您的支持與肯定,0
902,Daisy黛絲,2017年6月16日,1, 可外送時間太短，外送時長太長，早就餓死,有無科技2017年6月19日您好:因最近氣候不佳，所以需要較長的送件時間，造成您的困擾我們深感抱歉。,0
903,Ricky Feng,2017年6月18日,1, 開開心心點完餐，輸入地址才告訴我這裡不能送，白高興一場......,有無科技2017年6月26日您好:很抱歉造成您的困擾，會建議您在一開始就輸入您的收件地址，以免您選擇的餐廳無法送到您指定的地點喔,1
904,張立忠,2017年9月15日,5, 新店地區什麼時候才會開放？非常期待……,"有無科技2017年9月18日Dear張立忠,

小編立馬轉告給公司，請公司快快擴展到新店ლ(╹◡╹ლ)
記得到時要推薦新店必吃美食給小編唷╮(╯∀╰)╭",0
905,Steve Liu,2017年6月13日,5, 定位準確，如果訂餐的店家有狀況還會有客服來電通知。有次標注味精過敏，甚至主動詢問店家後來電，告知店家的味精使用狀況。這麼好的台灣APP怎能不推呢，大推！,有無科技2017年6月19日非常感謝您的支持與肯定，我們會持續努力!,2
906,Liju Wang,2017年6月23日,1, 從6月開始外送越來越晚到11點前訂快13點才到上班族時間是固定的，以前因為方便又準時覺得不錯，如果不準時就不會想訂了。,有無科技2017年6月26日您好:感謝您的回饋，關於遲到的部份我們會加強改善，並提升我們的服務品質，如日後有相關問題也歡迎您與我們聯繫02-8978-7707，在此再次對您深感抱歉。,0
907,Emma Liu,2017年6月14日,2, 已遇過漏單，以及今天遲到一小時，打客服都在忙線中，不確定是店家還是app的問題實在有點無奈...希望可以加入送貨員路線追蹤，不然實在不知道要等待多久，謝謝,有無科技2017年6月19日您好:感謝您的回饋，關於遲到的部份我們會加強改善，並提升我們的服務品質，您的建議我們也會告知相關人員，感謝您。,0
908,董乃文,2017年6月14日,2, 預計送達時間差了半小時至一個小時，11點多訂，12點左右製作，預計送達12:51我到現在1:35分還沒收到……,有無科技2017年6月19日您好:很抱歉造成您的困擾，關於遲到的部份我們會加強改善，並提升我們的服務品質，如日後有相關問題也歡迎您與我們聯繫02-8978-7707，在此再次對您深感抱歉。,0
909,林聖峯,2017年6月11日,3, 系統服務時間即將結束時，會與店家營業時間產生衝突(以及尖峰時刻準備時間)，請看看如何調整，謝謝。,有無科技2017年6月12日您好:，造成您的困擾我們深感抱歉，我們會再進行內部溝通並加強改善您所提及的問題，如日後有任何問題，也歡迎您撥打我們的客服電話02-89787707 分機761，與我們反應，感謝您的回饋,0
910,陳欣慧,2017年6月12日,4, 不錯用，一份也可以送。希望早日可以在新北板橋使用,有無科技2017年6月12日非常感謝您的肯定，我們會持續努力!並會盡快拓展到新北板橋。,0
911,Google 使用者,2017年6月10日,1, 不能送是怎樣啊,有無科技2017年6月12日您好:，造成您的困擾我們深感抱歉，如有任何問題，也歡迎您撥打我們的客服電話02-89787707 分機761，與我們反應，感謝您的回饋,0
912,蘇楚榛,2017年6月7日,5, 外送員態度超…………超好而且外送速度很快,有無科技2017年6月12日非常感謝您的肯定，我們會持續努力!,0
913,吳佑佑,2017年6月2日,1, 現在體驗都很差 店家沒辦法出餐盡然要半小時後才通知，最近委託無法完成的機率太高，也確實造成消費者很大的困擾。,有無科技2017年6月5日您好:，造成您的困擾我們深感抱歉，我們會再進行內部溝通並加強改善您所提及的問題，如日後有任何問題，也歡迎您撥打我們的客服電話02-89787707 分機761，與我們反應，感謝您的回饋,0
914,Chien Jung Huang,2017年6月6日,5, 揪團不錯用,有無科技2017年5月1日感謝您對我們的肯定，我們會持續加油!,2
915,劉上豪,2017年5月19日,2, 今天第一次使用，結果等了兩個小時東西才來，然後也都沒有通知，結果麵都糊啦！ 我的訂單編號後4碼5678,有無科技2017年5月22日您好:真的是非常抱歉，耽誤您的用餐時間，我們會與騎士確認發生問題，並家已改善，如日後有任何問題，歡迎撥打我們的客服電話02-89787707 分機761，我們將會立即為您處理，並感謝您的回饋。,0
916,Lingfan Chou,2017年4月27日,5, 外送員態度100分!,有無科技2017年5月1日非常感謝您對我們外送人員服務的肯定喔~我們會持續加油帶給大家更優質的服務!,3
917,廖佳萱,2017年4月21日,5, 請問滿多少才會免運呀？,有無科技2017年4月24日您好:您可以到【優惠店家】中查看有無店家優惠喔~之後我們也會不定期推出優惠活動，歡迎您加入我們的FACEBOOK粉絲團即時掌握優惠活動喔~,0
918,高偉智,2017年4月21日,5, 方便有效率,有無科技2017年4月24日非常感謝您的支持與肯定!,1
919,王秋宏,2017年5月10日,5, 貼心的服務品質，加油。,有無科技2017年5月15日您好:非常感謝您的支持與肯定喔~,1
920,蘇治世,2017年4月20日,5, 好用.方便.速度很快，送到手的食物都熱呼呼的跟在現場自己買回去一樣，外送員都非常的親切,有無科技2017年4月24日感謝您的肯定，我們會更努力提供大家更好的服務!,0
921,阿布,2017年4月20日,5, 服務跟外送人員很親切～只不過希望指定時間能更準確一點～,有無科技2017年4月24日非常感謝您的肯定，也感謝您的回饋，我們會盡快改善這方面的問題，謝謝您,1
922,吳彩燕,2017年4月20日,5, 很多店家有優惠    很好用  很推薦,有無科技2017年4月17日非常感謝您的支持與肯定!,3
923,小美陳,2017年4月20日,5, 動作超快，服務佳,有無科技2017年4月24日感謝您的支持~我們會持續努力做得更好,0
924,Dennis Chang,2017年4月20日,5, 好用,有無科技2017年4月24日感謝您的支持~,0
925,吳健弘,2017年4月12日,5, 這App真的很方便 ! 比以往類似的程式或公司都好，很推薦這個App，餐點很多元、外送人員很親切且服務周到、操作方式容易上手，是個相當好用與方便的App,有無科技2017年4月17日非常感謝您的支持與肯定!,3
926,vok Lai,2017年4月18日,1, 訂購居然說我的手機號碼被用掉了，有沒有做檢查認證，爛透了,有無科技2017年4月24日您好:造成您使用上的不愉快在此向您道歉，如有使用上的問題，歡迎與我們聯繫：02-89787707 分機761，並非常感謝您的留言以及對我們產品的建議，我們將盡快改善！,0
927,Google 使用者,2017年4月12日,5, 讓我免於斷糧的超實用app 支持！,有無科技2017年4月17日非常感謝您的支持與肯定!,0
928,Google 使用者,2017年4月12日,5, 很方便的App喔,有無科技2017年3月1日非常感謝您的支持與肯定!,3
929,Google 使用者,2017年4月11日,5, 服務好，餐飲優惠多,,2
930,GengBang Xu,2017年4月14日,1, 已刪除，找不到特約企業優惠。,有無科技2017年4月17日您好:造成您的困擾很抱歉，如有任何問題，歡迎撥打我們的客服電話：02-89787707 分機761，非常感謝您的留言以及對我們產品的建議，我們將盡快改善！,1
931,蔡祈生,2017年4月12日,5, 很好用的APP ，服務很好的外送團隊，素質很優，很推薦。,有無科技2017年4月17日非常感謝您的支持與肯定!,0
932,姚懿,2017年4月13日,1, 新莊沒送就算了，為什麼連實踐大學也沒送……,有無科技2017年4月17日您好:目前服務範圍為信義區、大安區、中山區、中正區、萬華區、松山區、大同區與天母地區，造成您的困擾很抱歉，如有任何問題，歡迎撥打我們的客服電話：02-89787707 分機761，非常感謝您的留言以及對我們產品的建議，我們將盡快改善！,0
933,FiFi尤,2017年4月19日,5, 處理事情快速，很好,有無科技2017年4月24日非常感謝您的肯定,1
934,ning,2017年3月27日,1," 被放好多次鴿子了，通知方式也只有電話，萬一沒有接到還要進app看狀態才知道是已退款，實在很不友善，相比較之下會選擇別的外送app,希望能加油",有無科技2017年3月29日您好：抱歉造成您的困擾，我們會全力嚴格把關讓此問題不再發生。通知方式我們目前已研擬其他種通知方式，但電話部分會持續保留，因需要確認用戶的確有收到目前最新狀態，但我們會增加其他種通知方式做輔助。感謝您的建議，我們會盡快改善！,4
935,CHAN KUMA,2017年3月24日,3, 有漏單...導致比約定時間完半小時 還有改進空間,有無科技2017年3月29日您好：抱歉造成您的困擾，我們會全力嚴格把關讓此問題不再發生。感謝您的建議，我們會盡快改善！,2
936,Yixiu LIN,2017年3月28日,1, 都找不到地點是？可以不要只回覆好的留言嗎，這就是你們的態度嗎,"有無科技2017年3月29日您好：因為我們目前外送區域為台北市及桃園區，若您搜尋您的外送地點，顯示目前沒有外送的話，代表目前還沒有拓展到您的區域。我們會盡快開拓服務範圍，還請您稍稍等待了！

如有任何問題，歡迎撥打我們的客服電話：02-89787707 分機761，非常感謝您的留言以及對我們產品的建議！",0
937,Yun Yen Lee,2017年3月25日,3, 我住市區附近，但是我家不送,"有無科技2017年3月29日您好：能否提供您的地址給我們，
我們可以幫您查一下您住的區域是否有外送？
可寄信至：s361817@yo-woo.com
或電話聯絡：02-89787707 分機761
謝謝您！",0
938,Yen Ice,2017年3月25日,1, 沒有中壢區==,有無科技2017年3月29日您好～   我們會盡快開拓桃園各地區，還請您耐心等待了，不好意思！我們會盡快加快腳步努力拓展滴！,3
939,Google 使用者,2017年3月22日,5, 很棒的平台!!謝謝~~,有無科技2017年3月27日非常感謝您的支持與肯定!,2
940,盧宣丞,2017年3月24日,1, 1.收不到驗證碼 2.企業特約店家能否放置home選單下單或是「常送店家」是否有加入我的最愛的功能,"有無科技2017年3月29日您好：
收不到驗證碼的部分，能否請您提供您的資料，讓我們幫您查詢看看，謝謝您！
信箱：s361817@yo-woo.com
電話：02-89787707 分機761

謝謝您的建議，企業特約店家及我的最愛功能我們會放入我們的功能開發裡，看能否提供更好的使用體驗，謝謝您的建議與回饋！",2
941,Kevin Chao,2017年3月17日,5, 用了之後我每天考試都考一百分阿,有無科技2017年3月20日非常感謝您的支持與肯定!,1
942,王鈺婷,2017年3月24日,1, 更新的太頻繁了，可以乾脆更新完全一點再上線嗎！幾乎每次打開就要更新，搞得每週都在更新，有時急著要看訊息，還要等更新！使用者無時無刻都要更新，很不方便耶！,"有無科技2017年3月29日您好：因我們定期會更新新的功能給用戶，希望能提供更多更好的服務，抱歉造成您的困擾！我們會檢視檢討我們更新的頻率，提供大家最好的服務跟體驗。

感謝您的建議與回饋！",0
943,Cyndi Shih,2017年3月16日,5, 外送人員送餐品質服務佳,有無科技2017年3月20日非常感謝您的支持與肯定!,1
944,江曜明,2017年3月2日,5, 服務態度好速度佳,有無科技2017年3月13日非常感謝您的支持與肯定!,2
945,廖星凱,2017年3月17日,5, 方便揪團! 對店家0成本支出,有無科技2017年3月20日非常感謝您的支持與肯定!,0
946,陳冠佑,2017年3月17日,5, 在地便利生活好幫手,有無科技2017年3月20日非常感謝您的支持與肯定!,0
947,陳紹鵬,2017年3月17日,5, 很棒的app 讚！我很喜歡！,有無科技2017年3月20日非常感謝您的支持與肯定!,0
948,又文范,2017年3月14日,4, 希望能增加早餐,有無科技2017年3月20日您好；我們會盡快增加早餐服務喔,1
949,張凱智,2017年3月17日,5, 非常便利，外送夥伴辛苦了,有無科技2017年3月20日非常感謝您的支持與肯定!,0
950,Celine,2017年2月27日,2, 合作店家很少,有無科技2017年3月1日感謝您的問題回饋，如有推薦的店家，歡迎加入我們的【有無社區 有無快送】之line@，推薦店家給我們喔~,3
951,莊琇雯,2017年3月20日,5, 很棒哦！加油加油！！,有無科技2017年3月20日非常感謝您的支持與肯定!,0
952,林正哲,2017年3月17日,5, 讚啦！選對公司！,有無科技2017年3月20日非常感謝您的支持與肯定!,0
953,Cheng Tiger,2017年3月17日,5, 真的是太方便了啦～,有無科技2017年3月20日非常感謝您的支持與肯定!,0
954,許順吉,2017年3月17日,5, 神！,有無科技2017年3月20日非常感謝您的支持與肯定!,0
955,邱繼立,2017年3月3日,5, 真的很棒的服務,有無科技2017年3月13日非常感謝您的支持與肯定!,0
956,惠雅楊,2017年3月17日,5, 方便很滿意,有無科技2017年3月20日非常感謝您的支持與肯定!,0
957,letmenotpray,2017年3月17日,5, 就是好棒棒,有無科技2017年3月20日非常感謝您的支持與肯定!,0
958,游美珠,2017年3月3日,5, 很方便，有效率,有無科技2017年3月13日非常感謝您的支持與肯定!,0
959,Google 使用者,2017年3月17日,5, 真的好用，希望店家愈來愈多!!!!,有無科技2017年3月20日非常感謝您的支持與肯定!,0
960,Miki Maggie,2017年11月2日,3, 地下街會送下來嗎？,"有無科技2017年11月6日Dear Miki Maggie,

當然會呀･ิ≖ ω ≖･ิ✧
只要你下訂可以明確告知你在哪個地下街(ﾉ◕ヮ◕)ﾉ*:･ﾟ✧哪個攤位(ﾉ◕ヮ◕)ﾉ*:･ﾟ✧攤位號碼(ﾉ◕ヮ◕)ﾉ*:･ﾟ✧
我們就可以找到你唷(✧≖‿ゝ≖)",0
961,陳昱仁,2017年3月17日,5, 很方便,有無科技2017年3月20日非常感謝您的支持與肯定!,0
962,Google 使用者,2017年3月17日,5, 非常方便,有無科技2017年3月20日非常感謝您的支持與肯定!,0
963,lee Rex,2017年3月17日,5, 非常方便,有無科技2017年3月20日非常感謝您的支持與肯定!,0
964,張孔明,2017年3月17日,5, 超讚的,有無科技2017年3月20日非常感謝您的支持與肯定!,0
965,林豐建,2017年3月17日,5, 很不錯,有無科技2017年3月20日非常感謝您的支持與肯定!,0
966,JuiHung Yen,2017年3月17日,5, 方便使用,有無科技2017年3月20日非常感謝您的支持與肯定!,0
967,嚴健文,2017年3月17日,5, 只有好,有無科技2017年3月20日非常感謝您的支持與肯定!,0
968,Jimmy Chiu,2017年3月17日,5, 太方便了。。。,有無科技2017年3月20日非常感謝您的支持與肯定!,0
969,楊小涼,2017年3月17日,5, 好用,有無科技2017年3月20日非常感謝您的支持與肯定!,0
970,Google 使用者,2017年3月17日,5, 好玩,有無科技2017年3月20日非常感謝您的支持與肯定!,0
971,Kai Hsu,2017年3月17日,5, 實用,有無科技2017年3月20日非常感謝您的支持與肯定!,0
972,Abie Yu,2017年2月16日,4, 1、希望可以增加「搜尋」功能，直接搜尋想要的店有無配合，有時要一個個找，有點累。 2、希望有「目前仍可提供外送店家」的選項，不然有時點的很開心，結果已超過外送時間。,有無科技2017年3月1日感謝您的建議，我們會盡快改善,4
973,ctlori ibmi,2017年2月18日,5, 速度很快，服務態度很棒,有無科技2017年3月1日非常感謝您的支持與肯定!,3
974,張庭綱,2016年12月7日,5, 非常快速  常會提早到不用等太久,有無科技2016年12月19日感謝您的支持與肯定~,2
975,Google 使用者,2016年12月11日,1,可惜 希望桃園市有提供外送服務,有無科技2016年12月19日您好:我們預計將在明年第一季開始提供桃園市，桃園區部分區域的送餐服務，謝謝您的支持,0
976,梅蒂姆,2016年12月4日,1, 我們家這邊沒外送…,有無科技2016年12月5日對於我們的服務尚未覆蓋您所在的區域，我們感到萬分的抱歉，如果方便您可以到我們的官網或ＦＢ留言，告訴我們您所在的區域，我們將加快腳步努力讓大家都能享受到我們的服務。,0
977,Steven Chang,2017年1月4日,5, 超讚的,有無科技2017年1月4日非常感謝您的支持與肯定!,1
978,黃泰維,2016年11月20日,5,請問一下 如果在不同社區可以更改嗎？,有無科技2016年11月22日您好：轉換社區之詳細需求，我們有專人為您處理，歡迎您可到我們的FB與我們聯繫，或撥打我們的客服電話：02-89787707 分機761，非常感謝您的留言以及對我們產品的鼓勵！,0
979,Limited Tanigawa,2016年11月26日,5, 超方便 超快速,有無科技2016年12月19日感謝您的支持與肯定!!!,2
980,Colin Jao,2017年4月6日,1, 構想不錯，介面也容易使用，只是最重要的送餐速度太慢！ 第一次訂餐等了一個多小時才來……！什麼感覺都沒了！  今天再次使用竟然一直認證出現錯誤、明明是用自己的電話、卻說有人使用要換一組！真是莫名其妙！,"有無科技2017年4月10日親愛的使用者您好：
非常感謝您的建議與回覆！
我們將進行檢討與改善。
另外電話的部分，因更新的問題，要麻煩您重新下載後再使用""已有帳號""中的""電話登入""的方式重新進行登入喔，再麻煩您了",0
981,張嘉真,2016年10月18日,5,選項建議 外送服務嘉惠了在家帶孩子不方便出門的全職媽媽們，為了響應環保希望可以增加不需要餐具的選項，麻煩你們唷！,"有無科技2016年10月19日親愛的使用者您好：
非常感謝您的建議與鼓勵！
我們會把您的建議納入未來功能開發選項考量～
但在有這個功能前，您可以在訂單確認頁的「備註」欄位填寫「不需要餐具」的備註，我們的服務人員將會盡量按照您的備註來處理，謝謝您！

若您對本產品仍有疑問，敬請來信至yowooservice@yo-woo.com，我們將儘快為您服務，謝謝！",1
982,餅,2016年10月14日,1,不給發票+不找錢的服務...... 替媽媽訂  我拿1050付450 騎士就擺爛擺臭臉說沒錢找 大概是嫌下雨天（小雨 非颱風暴雨）訂的單錢太少吧   不是主打一份也送嗎？一人吃450算少？我進屋兩次找零錢但就是沒有 好不容易翻到一張500才解決  僵持不下 今天要是我訂1450，2450 然後拿兩三千付，你們還是不是沒錢找？ 想一想吧。騎士接著口氣不良說：“你有用大鈔應該要先備註好啊！” 哇塞所以我叫外賣要用甚麼鈔票都要先跟你們通知 這種對客戶的特殊需求怎麼沒標示？ 你們有沒有想過其他外賣公司都怎麼活的？找錢是你們的責任吧？今天  我不是用1000買一兩百的東西耶       電話反應一次後本來沒事算了！  結果客服又打來一次（…完整評論替媽媽訂  我拿1050付450 騎士就擺爛擺臭臉說沒錢找 大概是嫌下雨天（小雨 非颱風暴雨）訂的單錢太少吧   不是主打一份也送嗎？一人吃450算少？我進屋兩次找零錢但就是沒有 好不容易翻到一張500才解決  僵持不下 今天要是我訂1450，2450 然後拿兩三千付，你們還是不是沒錢找？ 想一想吧。騎士接著口氣不良說：“你有用大鈔應該要先備註好啊！” 哇塞所以我叫外賣要用甚麼鈔票都要先跟你們通知 這種對客戶的特殊需求怎麼沒標示？ 你們有沒有想過其他外賣公司都怎麼活的？找錢是你們的責任吧？今天  我不是用1000買一兩百的東西耶       電話反應一次後本來沒事算了！  結果客服又打來一次（不同人 而且講話讓人生氣）解釋說其他人都訂大單一兩千、零錢剛好用完  所以沒錢找 理由很多阿我可以接受 但還是要會處理啊？ 為什麼當時不回去補零錢（打給我的當下還說騎士正在回去補零錢  真是自打嘴巴 明明可以做但就不做）？ 不會再用這種app服務。這也是N年叫外賣第一次碰到這種狀況。不想為難騎士 但態度真的差 配套沒做好  誰碰到誰倒楣 （突然想起來叫這個外賣都沒拿過店家的發票 怎麼回事？還是我搞錯什麼了 會請人調查）,有無科技2016年10月17日潘小姐您好，很抱歉我們的服務造成您的困擾，我們已做了深切的檢討，並將儘快向您說明我們的處理結果，謝謝您給予的指教。,1
983,李庭萱,2016年10月11日,5,超級方便 超棒,,0
984,Maggie Tsai,2016年10月8日,5, 非常好用,,0
985,張小媜,2016年9月21日,5, 想請問如何成為特約商家??..謝謝,"有無科技2016年10月4日親愛的使用者您好：
非常感謝您的建議與回覆！
很抱歉造成您的困擾，要成為有無快送服務中的一個店家嗎，可以直播客服電話：02 89787707 會有專人引導您完成作業。
若您對本產品仍有疑問，敬請來信至yowooservice@yo-woo.com，我們將儘快為您服務，謝謝！",1
986,郭芳廷,2016年8月13日,1,"佈告欄無法發佈訊息 , 不好用 。 也無法直接列印訊息 , 遜 !","有無科技2016年8月17日親愛的使用者您好：
非常感謝您的建議與回覆！
很抱歉造成您的困擾，向您說明一下，「有無社區」是主要提供給社區使用之專屬行動服務平台，以社區為單位，社區之住戶可進行帳號申請，開通之後即可登入使用。
「有無社區」希望能做到無紙化之社區管理，故一般前台APP未提供列印訊息之功能，若您需要列印佈告欄之訊息，可以告知社區之管理人員，於管理後台進行列印。
若您對本產品感興趣，敬請來信至yowooservice@yo-woo.com，我們將儘快為您服務，謝謝！",0
987,Liu v,2016年4月26日,1, 搞了半天根本沒開放使用，卻有好幾個五星評價?大概是內部人員自己評的吧？,"有無科技2016年4月28日親愛的使用者您好，非常感謝您的建議回覆。
很抱歉造成您的困擾，與您說明本產品主要提供社區使用之專屬行動服務平台，以社區為單位進行帳號申請，開通後即可登入使用。
若您對本產品感興趣，敬請來信至yowooservice@yo-woo.com，我們將儘快為您服務，謝謝！",3
988,雪色小貓咪,2018年11月14日,1, 我們是旅行社，中午公司有供餐，想說可以吃到無外送店家的美食，結果竟然說此區未提供外送服務。我們是在熱鬧的中和員山路上，國際牌及積穗國小都在這條路上，瞬間傻眼。,有無科技2018年11月15日員山路上的豆花超好吃，小編也喜歡!!!希望能快點擴區服務到您唷!,1
989,許小黑,2018年7月23日,1, 配送員很差勁，叫來的不是錢算錯，不然就是餐點散落一地，連客服都態度差勁，叫了N次了，很少不出包的，完全不靠譜啊啊啊啊！,,1
990,富貴貴富,2017年8月13日,1, 第一次使用有無快送但不知道首購可以折扣5O元但我以經購物了，在有無快送社團看到有首購折扣 第二次購物就不能享有折扣了  這樣機式不便民  而且免運金額太高,"有無科技2017年8月14日哈囉 親愛的民富您好，

什麼?!您沒使用到首購優惠嗎，怎麼會這樣!!
首購優惠，是為了讓沒使用過有無快送的大家，特別提供的初始用優惠，
快快快，請快到line@告訴客服，請客服為您專案處理。

關於免運金額，容小編為您咬咬耳朵，
為了讓大家有更多餐廳可以選擇，您在APP上看到的店家，很多都還是非簽約店家，
有無快送可以先餓肚子不賺取費用(小編每天早上只吃茶葉蛋，晚餐只吃科學麵)(╥﹏╥)，
但是不能餓了送餐騎士的肚子，尤其送餐騎士還有家庭要養(〒︿〒)，運費是要提供給辛苦送餐騎士的養家薪資，
參考過相關業者及其他餐飲的外送費用，我們為了讓大家享用服務又不想讓大家有負擔，才訂定合理免運金額唷。

若您還有其他想了解的，請至Line@和小編聊聊唷!
line@，請搜尋:有無快送。",0
991,一笑三百年,2017年12月23日,1, 運費動不動就漲，運費也不便宜，台北市這麼多賣吃的，我自己去買就好，不會再用你們的外送了,"有無科技2017年12月25日Dear一笑三百年,
我們的運費是依距離或促銷活動機動調整的( ͡° ͜ʖ ͡°)
不是一直都是向上漲的(委屈哭哭) (☍﹏⁰)
台北市吃的東西很多(✪ω✪)
但有時總是會發懶不想出門_:(´□`」 ∠):_
或是有真的不方便出門的狀況( ´･･)ﾉ(._.`)
有無快送會通通不辭辛勞幫您送到家唷‹‹\(´ω` )/››‹‹\( 　´)/››‹‹\( ´ω`)/››",1
992,Ann Chen,2018年8月16日,5, 五顆星++這麼好用的外送app我竟然最近才用 首購快來輸入我的優惠碼01732031,,0
993,柳燕儒,2017年4月22日,1, 服務態度差 1.明明有地址卻說沒地址 2.湯灑的整袋都是 問外送員卻說只丟了一句應該吧 3.給了錢說沒錢找還要我們自己想辦法生給他,有無科技2017年4月24日您好:造成您使用上的不愉快在此向您道歉，針對您反應的幾個問題我們將會加強輔導送餐員並盡快改善，之後如有任何問題歡迎與我們聯繫：02-89787707 分機761，並非常感謝您的留言以及對我們產品的建議，我們將盡快改善！,0
994,Kuei-Ching Chang,2019年4月18日,5, 快輸入我的優惠碼12880210就可獲得《有無外送》首購折抵NT$100優惠券，兌換後30天內都可以使用,,0
995,yulin攸里,2017年8月28日,5, 雖然我家沒有辦法外送，但是我看小編回其他人的留言很認真，這五顆星是給小編的，加油喔，希望以後你們真的能全台灣都能送,"有無科技2017年8月28日(灬ºωº灬)
好害羞唷，這樣光明正大誇獎小編，小編一定要再約老闆喝咖啡，讓老闆請【五星小編】星巴克｡:.ﾟヽ(*´∀`)ﾉﾟ.:｡
以後我就是您專屬的【五星小編】唷。有任何問題，請line@跟小編說，小編盡速為您解決唷(*´∀`)~♥

為全台灣服務是我們的目標唷，小編為鞭策公司的，請您跟我一起監督公司，加油＼＼\\٩( 'ω' )و //／／",0
996,Esthet Dong,2019年1月30日,1, 買2杯飲料結帳金額140，送來後我拿剛好的金額給他，和我說他有買袋子；所以是要收141…先斬後奏是怎樣？ 送貨員素質真是爛到爆！,有無科技2019年2月1日抱歉造成您不好的使用體驗😣倘若再次發生未告知到情況可以立即到LINE@跟小編反應哦,0
997,林奕羽,2019年1月25日,1, 媽 根本不給訂 說附近無法送 可以再爛一點嗎？,有無科技2019年1月25日若您輸入位置後無顯示店家就是您的位置不在服務範圍內哦唷～還請您見諒(｡･ω･｡),1
998,廖Eric,2019年5月18日,4, 方便也很好用，但送達時間略超過估計值一點點（幾分鐘而已），已經算很不錯了。後續，可考量將送達時間的推算準度放寬一些，才會比較符合。,有無科技2019年5月23日編會將您的建議轉給相關單位喔~~~~,0
999,maggie hsu,2018年9月28日,1, 一早就訂餐了，等時間不到一小時就說沒辦法送，連兩次，所以蠻爛的,,1
1000,張清涼愛玉,2017年6月16日,2, 前一天訂的單，隔天遲到了一個小時還沒送達，客服也一直打不進去 反而早上訂的單準時送達,有無科技2017年6月19日您好:很抱歉造成您的困擾，關於遲到的部份我們會加強改善，並提升我們的服務品質，如日後有相關問題也歡迎您與我們聯繫02-8978-7707，在此再次對您深感抱歉。,0
1001,徐亞璐,2019年5月1日,3, 範圍區太小，差一條路就是訂不到😒 有回覆認真經營，改給3顆星星😉,有無科技2019年4月24日很抱歉😔目前採部分開放喔,0
1002,Hsiang-Lin Liu,2017年4月20日,5, 多樣化平價店家  揪團下午茶方便 好用的app 大力推薦,有無科技2017年4月24日謝謝您的鼓勵，我們會更努力提供大家更好的服務!,1
1003,无名氏wuming,2019年4月8日,1, 希望扩大服务范围 明明才差不到1公里却无法送餐 悲,有無科技2019年4月16日不好意思～目前僅開放部分區域唷,0
